Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID, Salary ,Termd,PositionID,Position_,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson,George",10034,1,1,1,5,5,4,0,"46,837",1,19,ProductionTechnicianI,MA,2445,8/19/59,M ,Married,USCitizen,No,White,11/7/11,4/29/18,moremoney,VoluntarilyTerminated,Production       ,MichaelAlbert,22,CareerBuilder,Exceeds,4.7,4,0,2/14/18,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson,Noelle",10156,1,1,0,3,3,3,0,"105,700",0,8,DatabaseAdministrator,MA,2301,11/7/86,F,Married,USCitizen,No,Asian,1/5/15,,N/A-StillEmployed,Active,IT/IS,SimonRoup,4,Indeed,FullyMeets,3.75,3,5,2/11/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnston,Yen",10036,0,0,0,1,5,4,0,"63,322",0,20,ProductionTechnicianII,MA,2128,9/8/69,F,Single,USCitizen,No,White,7/7/14,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,LinkedIn,Exceeds,4.3,3,0,1/11/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jung,Judy",10138,1,1,0,5,5,3,0,"61,154",1,19,ProductionTechnicianI,MA,2446,4/17/86,F,Married,USCitizen,No,BlackorAfricanAmerican,1/10/11,4/1/16,unhappy,VoluntarilyTerminated,Production       ,ElijiahGray,16,CareerBuilder,FullyMeets,4,4,0,2/3/16,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kampew,Donysha",10244,0,0,0,5,6,3,0,"68,999",1,21,SalesManager,PA,19444,11/11/89,F,Single,USCitizen,No,White,11/7/11,4/24/14,maternityleave-didnotreturn,VoluntarilyTerminated,Sales,DebraHoulihan,15,GoogleSearch,FullyMeets,4.5,5,0,3/30/13,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keatts,Kramer",10192,0,0,1,1,5,3,0,"50,482",0,19,ProductionTechnicianI,MA,1887,1/19/76,M ,Single,USCitizen,No,White,9/30/13,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,Indeed,FullyMeets,3.07,4,0,1/23/19,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khemmich,Bartholemew",10231,0,0,1,1,6,3,0,"65,310",0,3,AreaSalesManager,CO,80820,11/27/79,M ,Single,USCitizen,No,White,8/19/13,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,FullyMeets,4.3,5,0,1/22/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King,Janet",10089,1,1,0,1,2,3,0,"250,000",0,16,President&CEO,MA,1902,9/21/54,F,Married,USCitizen,Yes,White,7/2/12,,N/A-StillEmployed,Active,Executive Office,BoardofDirectors,9,Indeed,FullyMeets,4.83,3,0,1/17/19,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kinsella,Kathleen",10166,1,1,0,5,5,3,0,"54,005",1,19,ProductionTechnicianI,MA,2170,12/8/73,F,Married,USCitizen,No,White,9/26/11,6/4/15,moremoney,VoluntarilyTerminated,Production       ,WebsterButler,39,GoogleSearch,FullyMeets,3.6,5,0,3/1/15,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirill,Alexandra",10170,1,1,0,5,5,3,0,"45,433",1,19,ProductionTechnicianI,MA,2127,10/8/70,F,Married,USCitizen,No,White,9/26/11,1/9/14,moremoney,VoluntarilyTerminated,Production       ,AmyDunn,11,GoogleSearch,FullyMeets,3.49,4,0,1/30/13,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knapp,BradleyJ",10208,0,0,1,1,5,3,0,"46,654",0,19,ProductionTechnicianI,MA,1721,11/10/77,M ,Single,USCitizen,No,BlackorAfricanAmerican,2/17/14,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,LinkedIn,FullyMeets,3.1,3,0,2/6/19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kretschmer,John",10176,1,1,1,1,5,3,0,"63,973",0,19,ProductionTechnicianI,MA,1801,2/2/80,M ,Married,USCitizen,No,Asian,1/10/11,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,Indeed,FullyMeets,3.38,3,0,1/21/19,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kreuger,Freddy",10165,0,0,1,1,6,3,1,"71,339",0,3,AreaSalesManager,NY,10171,2/24/69,M ,Single,USCitizen,Yes,BlackorAfricanAmerican,3/7/11,,N/A-StillEmployed,Active,Sales,JohnSmith,17,DiversityJobFair,FullyMeets,3.65,5,0,1/17/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lajiri,Jyoti",10113,1,1,1,3,3,3,0,"93,206",0,28,Sr.NetworkEngineer,MA,2169,4/23/86,M ,Married,USCitizen,No,White,11/10/14,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,EmployeeReferral,FullyMeets,4.46,5,6,1/7/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landa,Hans",10092,1,1,1,4,5,3,0,"82,758",1,18,ProductionManager,MA,1890,7/1/72,M ,Married,USCitizen,No,White,1/10/11,12/12/15,attendance,TerminatedforCause,Production       ,JanetKing,2,EmployeeReferral,FullyMeets,4.78,4,0,2/15/15,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Langford,Lindsey",10106,0,2,0,5,5,3,0,"66,074",1,20,ProductionTechnicianII,MA,2090,7/25/79,F,Divorced,USCitizen,No,Asian,1/7/13,3/31/14,Anotherposition,VoluntarilyTerminated,Production       ,DavidStanley,14,Indeed,FullyMeets,4.52,3,0,2/20/14,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Langton,Enrico",10052,1,1,1,1,5,3,0,"46,120",0,19,ProductionTechnicianI,MA,2048,12/9/86,M ,Married,USCitizen,No,White,7/9/12,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,FullyMeets,5,5,0,2/4/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LaRotonda,William",10038,0,2,1,1,1,3,0,"64,520",0,1,AccountantI,MA,1460,4/26/84,M ,Divorced,USCitizen,No,BlackorAfricanAmerican,1/6/14,,N/A-StillEmployed,Active,Admin Offices,BrandonR.LeBlanc,1,Website,FullyMeets,5,4,4,1/17/19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latif,Mohammed",10249,1,1,1,5,5,3,0,"61,962",1,20,ProductionTechnicianII,MA,2126,5/9/84,M ,Married,USCitizen,No,White,4/2/12,4/15/13,moremoney,VoluntarilyTerminated,Production       ,KissySullivan,20,GoogleSearch,FullyMeets,4.9,3,0,2/20/13,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Le,Binh",10232,0,0,0,1,3,3,0,"81,584",0,22,SeniorBIDeveloper,MA,1886,6/14/87,F,Single,USCitizen,No,Asian,10/2/16,,N/A-StillEmployed,Active,IT/IS,BrianChampaigne,13,Indeed,FullyMeets,4.1,5,7,1/8/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leach,Dallas",10087,0,0,0,5,5,3,0,"63,676",1,19,ProductionTechnicianI,MA,1810,1/17/79,F,Single,USCitizen,No,Asian,9/26/11,8/19/18,returntoschool,VoluntarilyTerminated,Production       ,KissySullivan,20,CareerBuilder,FullyMeets,4.88,3,0,7/2/17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LeBlanc,BrandonR",10134,1,1,1,1,1,3,0,"93,046",0,23,SharedServicesManager,MA,1460,6/10/84,M ,Married,USCitizen,No,White,1/5/16,,N/A-StillEmployed,Active,Admin Offices,JanetKing,2,CareerBuilder,FullyMeets,4.1,4,0,1/28/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lecter,Hannibal",10251,1,1,1,1,5,3,0,"64,738",0,19,ProductionTechnicianI,MA,1776,9/2/82,M ,Married,USCitizen,No,Asian,5/14/12,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,GoogleSearch,FullyMeets,4.1,3,0,2/22/19,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leruth,Giovanni",10103,0,3,1,1,6,3,0,"70,468",0,3,AreaSalesManager,UT,84111,12/27/88,M ,Separated,USCitizen,No,BlackorAfricanAmerican,4/30/12,,N/A-StillEmployed,Active,Sales,JohnSmith,17,Website,FullyMeets,4.53,3,0,1/29/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liebig,Ketsia",10017,1,1,0,1,5,4,0,"77,915",0,18,ProductionManager,MA,2110,10/26/81,F,Married,USCitizen,No,White,9/30/13,,N/A-StillEmployed,Active,Production       ,JanetKing,2,Website,Exceeds,4.1,3,0,1/21/19,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linares,Marilyn",10186,1,1,0,5,5,3,0,"52,624",1,19,ProductionTechnicianI,MA,1886,3/26/81,F,Married,USCitizen,No,White,7/5/11,9/26/18,unhappy,VoluntarilyTerminated,Production       ,MichaelAlbert,22,Indeed,FullyMeets,3.18,4,0,3/2/18,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linden,Mathew",10137,1,1,1,3,5,3,0,"63,450",0,20,ProductionTechnicianII,MA,1770,3/19/79,M ,Married,USCitizen,No,White,7/8/13,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,FullyMeets,4,3,0,2/18/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lindsay,Leonara",10008,0,0,0,1,3,4,1,"51,777",0,14,ITSupport,CT,6070,10/5/88,F,Single,USCitizen,Yes,BlackorAfricanAmerican,1/21/11,,N/A-StillEmployed,Active,IT/IS,EricDougall,6,DiversityJobFair,Exceeds,4.64,4,5,1/25/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lundy,Susan",10096,0,4,0,5,5,3,0,"67,237",1,20,ProductionTechnicianII,MA,2122,12/26/76,F,Widowed,USCitizen,No,White,7/8/13,9/15/16,moremoney,VoluntarilyTerminated,Production       ,MichaelAlbert,22,LinkedIn,FullyMeets,4.65,4,0,6/10/16,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lunquist,Lisa",10035,0,0,0,1,5,4,0,"73,330",0,20,ProductionTechnicianII,MA,2324,3/28/82,F,Single,USCitizen,No,BlackorAfricanAmerican,8/19/13,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,Indeed,Exceeds,4.2,4,0,2/12/19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lydon,Allison",10057,1,1,0,3,5,3,0,"52,057",0,19,ProductionTechnicianI,MA,2122,10/22/75,F,Married,USCitizen,No,BlackorAfricanAmerican,2/16/15,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,Website,FullyMeets,5,3,0,1/23/19,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lynch,Lindsay",10004,0,0,0,5,5,4,1,"47,434",1,19,ProductionTechnicianI,MA,1844,2/14/73,F,Single,USCitizen,Yes,BlackorAfricanAmerican,11/7/11,11/14/15,Anotherposition,VoluntarilyTerminated,Production       ,WebsterButler,39,DiversityJobFair,Exceeds,5,4,0,2/2/15,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLennan,Samuel",10191,0,4,1,5,5,3,0,"52,788",1,19,ProductionTechnicianI,MA,1938,11/9/72,M ,Widowed,USCitizen,No,White,9/24/12,9/26/17,hours,VoluntarilyTerminated,Production       ,AmyDunn,11,Indeed,FullyMeets,3.08,4,0,4/1/17,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahoney,Lauren",10219,0,0,0,1,5,3,0,"45,395",0,19,ProductionTechnicianI,MA,2189,7/7/86,F,Single,USCitizen,No,White,1/6/14,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,LinkedIn,FullyMeets,4.6,4,0,2/26/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manchester,Robyn",10077,1,1,0,2,5,3,0,"62,385",0,20,ProductionTechnicianII,MA,2324,8/25/76,F,Married,USCitizen,No,White,5/11/16,,N/A-StillEmployed,Active,Production       ,WebsterButler,,LinkedIn,FullyMeets,5,3,0,1/21/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mancuso,Karen",10073,1,1,0,5,5,3,0,"68,407",1,20,ProductionTechnicianII,MA,2176,12/10/86,F,Married,USCitizen,No,Twoormoreraces,7/5/11,8/19/12,Anotherposition,VoluntarilyTerminated,Production       ,AmyDunn,11,LinkedIn,FullyMeets,5,4,0,7/2/12,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mangal,Debbie",10279,1,1,0,1,5,3,0,"61,349",0,19,ProductionTechnicianI,MA,2451,11/7/74,F,Married,USCitizen,No,White,11/11/13,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,LinkedIn,FullyMeets,4.1,3,0,1/22/19,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martin,Sandra",10110,0,0,0,1,4,3,0,"105,688",0,24,SoftwareEngineer,MA,2135,11/7/87,F,Single,USCitizen,No,Asian,11/11/13,,N/A-StillEmployed,Active,Software Engineering,AlexSweetwater,10,GoogleSearch,FullyMeets,4.5,5,4,1/14/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maurice,Shana",10053,1,1,0,1,5,3,0,"54,132",0,19,ProductionTechnicianI,MA,2330,11/22/77,F,Married,USCitizen,No,White,5/31/11,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,Indeed,FullyMeets,5,4,0,1/10/19,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carthy,B'rigit",10076,0,0,0,1,5,3,0,"55,315",0,20,ProductionTechnicianII,MA,2149,5/21/87,F,Single,USCitizen,No,BlackorAfricanAmerican,3/30/15,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,LinkedIn,FullyMeets,5,5,0,2/7/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mckenna,Sandy",10145,1,1,0,1,5,3,0,"62,810",0,19,ProductionTechnicianI,MA,2184,1/7/87,F,Married,USCitizen,No,BlackorAfricanAmerican,1/7/13,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,CareerBuilder,FullyMeets,3.93,3,0,1/30/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McKinzie,Jac",10202,1,1,1,2,6,3,0,"63,291",0,3,AreaSalesManager,TX,78789,7/1/84,M ,Married,USCitizen,No,Twoormoreraces,7/6/16,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Website,FullyMeets,3.4,4,0,1/29/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meads,Elizabeth",10128,0,0,0,5,5,3,1,"62,659",1,19,ProductionTechnicianI,MA,1760,5/30/68,F,Single,USCitizen,No,BlackorAfricanAmerican,4/2/12,11/11/16,Anotherposition,VoluntarilyTerminated,Production       ,KelleySpirea,18,DiversityJobFair,FullyMeets,4.18,4,0,2/5/16,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medeiros,Jennifer",10068,0,0,0,1,5,3,0,"55,688",0,19,ProductionTechnicianI,MA,2346,9/22/76,F,Single,USCitizen,No,White,3/30/15,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,CareerBuilder,FullyMeets,5,4,0,1/21/19,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller,Brannon",10116,0,0,1,1,5,3,0,"83,667",0,18,ProductionManager,MA,2045,8/10/81,M ,Single,USCitizen,yes,Hispanic,8/16/12,,N/A-StillEmployed,Active,Production       ,JanetKing,2,Indeed,FullyMeets,4.37,3,0,1/14/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller,Ned",10298,0,0,1,5,5,1,0,"55,800",1,20,ProductionTechnicianII,MA,2472,6/29/85,M ,Single,USCitizen,No,White,8/15/11,9/4/14,unhappy,VoluntarilyTerminated,Production       ,BrannonMiller,12,LinkedIn,PIP,3,2,0,1/14/13,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monkfish,Erasumus",10213,1,1,1,1,5,3,0,"58,207",0,20,ProductionTechnicianII,MA,1450,8/17/92,M ,Married,USCitizen,No,White,11/7/11,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,FullyMeets,3.7,3,0,1/8/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monroe,Peter",10288,1,1,1,1,3,2,1,"157,000",0,13,ITManager-Infra,MA,2134,10/5/86,M ,Married,EligibleNonCitizen,Yes,BlackorAfricanAmerican,2/15/12,,N/A-StillEmployed,Active,IT/IS,JenniferZamora,5,DiversityJobFair,NeedsImprovement,2.39,3,6,2/22/19,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monterro,Luisa",10025,0,0,0,1,5,4,0,"72,460",0,20,ProductionTechnicianII,MA,2126,4/24/70,F,Single,USCitizen,No,BlackorAfricanAmerican,5/13/13,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,Indeed,Exceeds,4.7,3,0,1/14/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moran,Patrick",10223,0,0,1,3,5,3,1,"72,106",0,20,ProductionTechnicianII,MA,2127,12/3/76,M ,Single,USCitizen,No,BlackorAfricanAmerican,1/9/12,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,DiversityJobFair,FullyMeets,4.1,4,0,1/31/19,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morway,Tanya",10151,1,1,0,1,3,3,0,"52,599",0,15,NetworkEngineer,MA,2048,4/4/79,F,Married,USCitizen,No,White,2/16/15,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,CareerBuilder,FullyMeets,3.81,3,6,2/11/19,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motlagh,Dawn",10254,0,2,0,1,5,3,0,"63,430",0,19,ProductionTechnicianI,MA,2453,7/7/84,F,Divorced,USCitizen,No,White,4/1/13,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,LinkedIn,FullyMeets,4.4,4,0,1/17/19,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moumanil,Maliki",10120,0,3,1,1,5,3,0,"74,417",0,20,ProductionTechnicianII,MA,1460,12/1/74,M ,Separated,USCitizen,No,BlackorAfricanAmerican,5/13/13,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,LinkedIn,FullyMeets,4.29,5,0,1/28/19,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myers,Michael",10216,0,0,1,1,5,3,0,"57,575",0,19,ProductionTechnicianI,MA,1550,4/18/80,M ,Single,USCitizen,No,Asian,7/8/13,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,LinkedIn,FullyMeets,4.1,4,0,1/22/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navathe,Kurt",10079,0,0,1,1,3,3,0,"87,921",0,22,SeniorBIDeveloper,MA,2056,4/25/70,M ,Single,USCitizen,No,Asian,2/10/17,,N/A-StillEmployed,Active,IT/IS,BrianChampaigne,13,Indeed,FullyMeets,5,3,6,2/25/19,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ndzi,Colombui",10215,0,0,1,5,5,3,1,"50,470",1,19,ProductionTechnicianI,MA,2110,5/2/89,M ,Single,USCitizen,No,BlackorAfricanAmerican,9/26/11,4/4/14,returntoschool,VoluntarilyTerminated,Production       ,WebsterButler,39,DiversityJobFair,FullyMeets,4.3,3,0,3/2/13,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ndzi,Horia",10185,1,1,1,5,5,3,0,"46,664",1,19,ProductionTechnicianI,MA,2421,3/28/83,M ,Married,USCitizen,No,White,4/1/13,5/25/16,moremoney,VoluntarilyTerminated,Production       ,AmyDunn,11,EmployeeReferral,FullyMeets,3.18,3,0,3/6/16,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newman,Richard",10063,1,1,1,3,5,3,0,"48,495",0,19,ProductionTechnicianI,MA,2136,4/8/77,M ,Married,USCitizen,No,White,5/12/14,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,LinkedIn,FullyMeets,5,5,0,2/18/19,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ngodup,Shari",10037,0,3,0,1,5,4,1,"52,984",0,19,ProductionTechnicianI,MA,1810,6/3/67,F,Separated,USCitizen,No,BlackorAfricanAmerican,4/1/13,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,DiversityJobFair,Exceeds,4,3,0,2/13/19,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nguyen,Dheepa",10042,0,0,0,1,6,3,0,"63,695",0,3,AreaSalesManager,GA,30428,3/31/89,F,Single,USCitizen,No,Twoormoreraces,7/8/13,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,FullyMeets,5,5,0,1/25/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nguyen,Lei-Ming",10206,0,0,0,1,5,3,0,"62,061",0,19,ProductionTechnicianI,MA,2132,7/7/84,F,Single,USCitizen,No,White,7/8/13,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,FullyMeets,3.6,5,0,1/2/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nowlan,Kristie",10104,0,0,0,1,5,3,0,"66,738",0,20,ProductionTechnicianII,MA,1040,11/23/85,F,Single,USCitizen,No,White,11/10/14,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,Indeed,FullyMeets,4.53,5,0,1/16/19,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O'hare,Lynn",10303,0,0,0,4,5,1,0,"52,674",1,19,ProductionTechnicianI,MA,2152,9/30/80,F,Single,USCitizen,No,Twoormoreraces,3/31/14,5/1/18,performance,TerminatedforCause,Production       ,KissySullivan,20,LinkedIn,PIP,2.33,2,0,3/9/18,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oliver,Brooke",10078,1,1,0,5,5,3,0,"71,966",1,20,ProductionTechnicianII,MA,2492,2/11/52,F,Married,USCitizen,No,Asian,5/14/12,8/19/13,unhappy,VoluntarilyTerminated,Production       ,WebsterButler,39,LinkedIn,FullyMeets,5,3,0,7/2/13,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onque,Jasmine",10121,0,0,0,1,6,3,0,"63,051",0,3,AreaSalesManager,FL,33174,5/11/90,F,Single,USCitizen,Yes,White,9/30/13,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,FullyMeets,4.28,3,0,1/25/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Osturnka,Adeel",10021,1,1,1,1,5,4,0,"47,414",0,19,ProductionTechnicianI,MA,2478,12/11/76,M ,Married,USCitizen,No,White,9/30/13,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,Exceeds,5,3,0,2/7/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Owad,Clinton",10281,0,0,1,1,5,2,0,"53,060",0,19,ProductionTechnicianI,MA,1760,11/24/79,M ,Single,USCitizen,No,BlackorAfricanAmerican,2/17/14,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,LinkedIn,NeedsImprovement,4.25,3,0,2/4/19,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ozark,Travis",10041,0,0,1,1,6,3,0,"68,829",0,3,AreaSalesManager,NC,27229,5/19/82,M ,Single,USCitizen,No,White,1/5/15,,N/A-StillEmployed,Active,Sales,JohnSmith,17,Website,FullyMeets,5,5,0,1/14/19,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panjwani,Nina",10148,1,1,0,5,5,3,0,"63,515",1,19,ProductionTechnicianI,MA,2351,5/1/79,F,Married,USCitizen,No,White,2/7/11,1/12/14,Anotherposition,VoluntarilyTerminated,Production       ,ElijiahGray,16,GoogleSearch,FullyMeets,3.89,4,0,3/4/13,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patronick,Lucas",10005,0,0,1,5,4,4,1,"108,987",1,24,SoftwareEngineer,MA,1844,2/20/79,M ,Single,USCitizen,No,BlackorAfricanAmerican,11/7/11,9/7/15,Anotherposition,VoluntarilyTerminated,Software Engineering,AlexSweetwater,10,DiversityJobFair,Exceeds,5,5,3,8/16/15,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pearson,Randall",10259,1,1,1,5,3,3,0,"93,093",1,9,DataAnalyst,MA,2747,9/5/84,M ,Married,USCitizen,No,White,12/1/14,5/1/16,performance,VoluntarilyTerminated,IT/IS,SimonRoup,4,EmployeeReferral,FullyMeets,4.7,4,5,1/16/16,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith,Martin",10286,0,0,1,5,5,2,0,"53,564",1,19,ProductionTechnicianI,MA,2458,3/17/88,M ,Single,USCitizen,No,BlackorAfricanAmerican,1/10/11,12/28/17,careerchange,VoluntarilyTerminated,Production       ,WebsterButler,39,GoogleSearch,NeedsImprovement,3.54,5,0,4/6/17,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
